"sampno","x_mean1","x_sd1","x_mean2","x_sd2","lnlike"
1,7,1.5,7,1.5,-111.61202270525
11,6.29791583679618,1.28850549063645,7,1.65347949927673,-108.292928254665
21,6.29791583679618,1.28850549063645,7,1.34205517498776,-108.311440800521
31,6.29791583679618,1.44258243683726,7,1.55704774917103,-108.869159477825
41,6.29791583679618,1.39039885578677,7,1.45841683563776,-108.517022751348
51,6.29791583679618,1.22616531117819,7,1.45841683563776,-108.319470443992
61,6.29791583679618,1.22616531117819,7,1.23494452191517,-108.685572991557
71,6.29791583679618,1.27004872262478,7,1.90148620330729,-108.681942547929
81,6.29791583679618,1.4077942352742,7.35560111980887,1.66328346100636,-108.155907402442
91,6.29791583679618,1.41546261776239,7.35560111980887,2.19628635141998,-109.418012124687
101,6.29791583679618,1.2185572469607,7.43726504314692,2.07519478281029,-108.727524178911
111,6.29791583679618,1.2185572469607,8.87723799142988,3.02209306973964,-111.453623336758
121,6.29791583679618,1.2185572469607,8.87723799142988,2.65026075066999,-110.586454751432
131,6.29791583679618,1.27568824822083,8.87723799142988,1.93931282078847,-109.135575510548
141,6.29791583679618,1.4321653272491,8.87723799142988,1.57161232992075,-109.661165118477
151,6.29791583679618,1.00276401056908,8.87723799142988,1.56116127618588,-112.859286734167
161,6.29791583679618,1.14952035201713,8.87723799142988,2.00020586815663,-109.890827398724
171,6.29791583679618,1.11113542155363,8.87723799142988,2.07873008679599,-110.512722516669
181,6.29791583679618,1.11113542155363,8.87723799142988,2.07873008679599,-110.512722516669
191,6.29791583679618,1.13325976184569,8.87723799142988,1.85081337881274,-109.93532541425
201,6.29791583679618,1.15706624416634,8.87723799142988,2.47963788872585,-110.667826048785
211,6.29791583679618,1.1352942630183,8.87723799142988,2.57515090145171,-111.126748170458
221,6.29791583679618,1.47527471301146,8.87723799142988,2.30451846821234,-110.621310657569
231,6.29791583679618,1.23320940881968,8.78351349197328,1.73519573826343,-108.863447707898
241,6.29791583679618,1.23320940881968,8.78351349197328,1.30798245081678,-109.519353462914
251,6.29791583679618,1.23320940881968,8.78351349197328,1.61487746983766,-108.862804744732
261,6.29791583679618,1.23320940881968,7.32664616126569,1.57392577733844,-107.736531298953
