"sampno","x_mean1","x_sd1","x_mean2","x_sd2","lnlike"
1,7,1.5,7,1.5,-111.61202270525
11,7,1.5,7,1.35716900369152,-111.699509565012
21,6.47828598320486,1.5,7,1.0797029430978,-110.058881490175
31,6.47828598320486,1.1369379083626,7,1.63542949594557,-108.34964234919
41,6.47828598320486,1.1369379083626,8.01558300666511,1.07469174219295,-108.152386072633
51,6.47828598320486,1.28814446437173,8.01558300666511,1.0175468523521,-107.856996065762
61,6.47828598320486,1.28814446437173,8.01558300666511,1.33248561900109,-106.739091782474
71,6.47828598320486,1.50306099839509,8.01558300666511,1.57128649461083,-108.135040601841
81,6.47828598320486,1.23902458697557,8.01558300666511,2.20380725897849,-108.208970111773
91,6.47828598320486,1.30466667748988,8.01558300666511,1.75804494158365,-107.154177230558
101,6.47828598320486,1.30466667748988,8.01558300666511,1.35236611729488,-106.753167470407
111,6.47828598320486,1.30466667748988,8.01558300666511,1.11796679557301,-107.275608438816
121,6.47828598320486,1.30466667748988,8.01558300666511,1.47319959616289,-106.763643606288
131,6.47828598320486,1.27320924331434,8.01558300666511,1.26940887328237,-106.80014672124
141,6.47828598320486,1.27320924331434,7.18468006979674,1.26940887328237,-107.324429510141
151,6.47828598320486,1.17882838193327,7.18468006979674,0.965958069311455,-109.337875154143
161,6.47828598320486,1.20943308761343,7.18468006979674,0.869424059521407,-110.512871578679
171,6.47828598320486,1.20943308761343,7.18468006979674,0.869424059521407,-110.512871578679
181,6.47828598320486,1.3615779094398,7.18468006979674,1.37074632081203,-107.432409705721
191,6.47828598320486,1.3615779094398,7.18468006979674,1.43994789733551,-107.412217690889
201,6.47828598320486,1.3615779094398,7.18468006979674,1.30211126292124,-107.504961257056
211,6.47828598320486,1.34009787603281,7.18468006979674,1.30211126292124,-107.409721556722
221,6.47828598320486,1.34009787603281,6.35226642061025,1.17637168825604,-111.828744231359
231,6.47828598320486,1.36364703276195,8.29339392762631,1.17637168825604,-107.858229535016
241,6.47828598320486,1.15033269184642,8.29339392762631,1.8681869902648,-108.086214443638
251,6.47828598320486,1.15033269184642,8.79918167181313,2.00512562948279,-109.006206596484
261,6.47828598320486,1.15033269184642,8.79918167181313,1.73062539449893,-108.744550667118
271,6.47828598320486,1.15033269184642,8.79918167181313,1.50778363877907,-108.855393390443
281,6.47828598320486,1.30720526003279,8.79918167181313,1.68990889005363,-108.230019692694
291,6.47828598320486,1.33482285565697,8.60214778035879,1.59395563649014,-107.832260740541
301,6.4713526265696,1.21182341012172,8.60214778035879,1.44670107075944,-107.922272373357
311,6.4713526265696,1.27152231521904,8.60214778035879,1.76714425394311,-107.814888483238
321,6.4713526265696,1.47917793272063,8.46564380265772,1.95121243363246,-108.977126406613
331,6.4713526265696,1.48065543337725,8.46564380265772,1.80327649717219,-108.740571797971
341,6.56294336356224,1.11385509045795,8.46564380265772,1.35921333730221,-108.61766350516
351,6.56294336356224,1.25296759442426,8.46564380265772,1.3674955512397,-107.607755466423
361,6.56294336356224,1.16083967895247,7.31834382563829,1.75165210478008,-107.849854028328
371,6.56294336356224,1.20819660113193,7.31834382563829,1.66823587217368,-107.380632866496
381,6.56294336356224,1.21867944998667,9.02523775398731,1.71730023669079,-108.957304673536
391,6.56294336356224,1.48195748613216,7.39702048990875,1.75647561997175,-108.403899880472
401,6.56294336356224,1.48195748613216,7.39702048990875,1.4470276364591,-107.984170185532
411,6.56294336356224,1.43928887788206,7.39702048990875,1.37491568271071,-107.60591361024
421,6.56294336356224,1.22480524098501,7.39702048990875,1.33504286152311,-106.972064768144
431,6.56294336356224,1.31818947801366,7.39702048990875,1.2977529973723,-106.986748510222
441,6.56294336356224,1.31818947801366,7.39702048990875,1.06369466660544,-107.716259220111
451,6.56294336356224,1.19341098656878,7.84637063555419,1.19453868642449,-107.078704241864
461,6.56294336356224,1.19341098656878,7.84637063555419,1.28980239946395,-106.918760338531
471,6.56294336356224,1.41786629636772,7.84637063555419,1.28980239946395,-107.260576825332
481,6.56294336356224,1.41786629636772,7.83745053038001,1.20795961120166,-107.384589868498
491,6.65866971295328,1.35271436860785,7.83745053038001,1.34829644323327,-107.130152444085
501,6.65866971295328,1.28510277345777,7.83745053038001,1.59138523624279,-107.155407441832
511,6.65866971295328,1.11104681878351,7.83745053038001,1.12215840886347,-108.573147680888
521,6.65866971295328,1.34006309462711,6.82615143992007,1.40025711874478,-108.640285290515
531,6.65866971295328,1.24572652438655,6.82615143992007,1.40025711874478,-108.581942597187
541,6.65866971295328,1.24572652438655,6.82615143992007,1.8503136401996,-108.720294185023
551,6.65866971295328,1.45272408449091,6.82615143992007,1.35823138733394,-109.370647594998
561,6.65866971295328,1.27562522911467,6.82615143992007,1.73156122746877,-108.526130968203
571,6.65866971295328,1.2333862055093,6.82615143992007,1.89104640390724,-108.819792988628
581,6.65866971295328,1.2397690040525,6.82615143992007,1.87118723033927,-108.768171451377
591,6.65866971295328,1.24339674250223,6.82615143992007,1.62809435813688,-108.492612037955
601,6.65866971295328,1.27877273992635,6.82615143992007,1.32922175852582,-108.685390609174
611,6.65866971295328,1.37042888533324,6.82615143992007,1.67745438311249,-108.699514729204
621,6.65866971295328,1.37042888533324,6.82615143992007,1.44938594195992,-108.701016090113
631,6.65866971295328,1.62706976570189,6.82615143992007,1.60015531699173,-110.981413067562
641,6.65866971295328,1.30300067435019,6.82615143992007,1.47483874042518,-108.469614664399
651,6.65866971295328,1.30300067435019,6.82615143992007,2.06491098273546,-109.07730079304
661,6.65866971295328,1.32453758758493,7.63698390033096,2.17638654238544,-108.56901716721
671,6.61728540249169,1.31556182168424,7.63698390033096,2.49599366006441,-109.264661026068
681,6.61728540249169,1.4020055111032,7.63698390033096,2.5703893462196,-109.85486179612
691,6.61728540249169,1.15700343460776,7.46102664899082,3.01165995537303,-111.26296242045
701,6.61728540249169,1.36598329525441,7.46102664899082,3.06506746751256,-111.097026739755
711,6.61728540249169,1.1287054810673,7.46102664899082,2.39183601853438,-109.866025484515
721,6.61728540249169,1.13983959658071,7.46102664899082,2.04301600856707,-108.796836552596
731,6.61728540249169,1.13983959658071,7.46102664899082,2.45233449456282,-109.897252737881
741,6.61728540249169,1.13983959658071,7.46102664899082,1.95188649953343,-108.569680290201
751,6.61728540249169,1.60183181171305,7.05906339734794,2.04222638811916,-110.794606404527
761,6.61728540249169,1.37965813698247,8.0280803125352,2.05832943250425,-108.30949792994
771,6.61728540249169,1.1369259939529,8.0280803125352,1.86391488113441,-108.308592138415
781,6.61728540249169,1.1369259939529,8.0280803125352,1.63730662502348,-107.879766122938
791,6.61728540249169,1.39265927486122,8.53980566654357,1.84910886082798,-108.389100658312
801,6.61728540249169,1.11093587381765,8.53980566654357,1.66115223197267,-108.91534548
811,6.61728540249169,1.3475470233243,8.53980566654357,1.50898454384878,-107.934787488526
821,6.4657484954223,1.2426962996833,8.53980566654357,1.19204390398227,-108.414618368884
831,6.4657484954223,1.56307063484564,8.53980566654357,1.62148348847404,-109.545156231682
841,6.4657484954223,1.56683934549801,8.16492227185522,1.58689067605883,-108.973729897423
851,6.4657484954223,1.15788516448811,8.16492227185522,1.28299617115408,-107.488997843836
861,6.4657484954223,1.37854123557918,8.45781795959924,1.64687169133686,-107.77855756856
871,6.4657484954223,1.37854123557918,8.45781795959924,1.77269053831697,-107.91594844985
881,6.4657484954223,1.37854123557918,7.84955476690088,1.62409049109556,-107.159699503623
891,6.38414085656404,1.20874766004272,7.84955476690088,1.64586773212068,-107.206936402917
901,6.38414085656404,1.20874766004272,7.84955476690088,2.07117861020379,-108.159537852994
911,6.32717898394912,1.20874766004272,7.84955476690088,2.40989933139645,-109.351910112584
921,6.32717898394912,1.71564955753274,7.43806918896739,1.69577589514665,-111.258836642647
931,6.32717898394912,1.57294979505241,7.43806918896739,1.24093609349802,-109.268913392868
941,6.32717898394912,1.57294979505241,7.43806918896739,1.87728426698595,-109.860712722206
951,6.32717898394912,1.07541446574032,7.43806918896739,1.58625574083999,-109.148536100557
961,6.85605783294886,1.23108644434251,7.43806918896739,1.52703286567703,-109.010859401614
971,6.85605783294886,1.22310166992247,7.43806918896739,1.57316521368921,-109.119479718373
981,6.85605783294886,1.31004615547135,7.43806918896739,1.60689981654286,-108.847030499393
991,6.85605783294886,1.31004615547135,7.43806918896739,1.40604596096091,-108.665469790571
1001,6.80113089550287,1.31404458987527,7.43806918896739,1.01266537676565,-109.225563617586
1011,6.80113089550287,1.61098930468975,7.43806918896739,1.89254268309424,-110.871005722824
1021,6.80113089550287,1.41450629204013,7.97251674888541,1.89254268309424,-109.062171675105
1031,6.80113089550287,1.33826560002513,7.97251674888541,1.89254268309424,-108.782710822299
1041,6.80113089550287,1.33826560002513,8.55890280986782,1.36374490384808,-109.208204967586
1051,6.75528342687069,1.43507079415546,8.55890280986782,1.4477347231409,-109.160873430996
1061,6.75528342687069,1.43507079415546,8.55890280986782,1.4477347231409,-109.160873430996
1071,6.75528342687069,1.43518666912725,7.19665219011772,2.16718508719983,-109.894126431986
1081,6.75528342687069,1.23093000482889,9.39021488088179,2.40435540470442,-111.212330888121
1091,6.75528342687069,1.23088428277208,9.39021488088179,2.88205815307391,-112.006015057117
1101,6.75528342687069,1.35411751215552,6.78965877340386,2.78641078628318,-111.522012004447
1111,6.75528342687069,1.28596799100935,6.78965877340386,1.46960628303138,-109.182177141499
1121,6.51260456669237,1.22024055252905,8.19410057486667,1.46960628303138,-107.007736683815
1131,6.51260456669237,1.22024055252905,8.32045224675309,1.46960628303138,-107.211194020836
1141,6.51260456669237,1.34676198431596,8.14463030524284,2.15653755863176,-108.259367140782
1151,6.51260456669237,1.32550239785805,8.14463030524284,1.31959769295532,-106.998970178111
1161,6.51260456669237,1.33943588960183,8.10752917264055,1.31959769295532,-106.991380753254
1171,6.51260456669237,1.33943588960183,8.10752917264055,1.82146681240818,-107.431529105948
1181,6.51260456669237,1.41460261609361,7.31472590614837,1.04899782165493,-108.434356852647
1191,6.51260456669237,1.2506556673699,7.31472590614837,1.73004351896888,-107.299966004069
1201,6.51260456669237,1.2506556673699,6.95519293625458,1.83252896555781,-108.023072828504
1211,6.51260456669237,1.25792472405069,7.40812691565722,1.01503258436789,-107.902731132653
1221,6.51260456669237,1.13631456778966,7.40812691565722,1.01503258436789,-108.596514148521
1231,6.61915941376405,1.2530874845268,8.27776909767253,1.73332892296647,-107.520585859456
1241,6.61915941376405,1.1939261250364,7.82396043796068,1.42822969984542,-107.065091275119
1251,6.61915941376405,1.36798457250682,8.18906699256765,1.75903541335976,-107.690161054146
1261,6.61915941376405,1.38168093721015,7.47665826249349,1.27714567331915,-107.307426409641
1271,6.61915941376405,1.38168093721015,7.47665826249349,1.77564624487609,-107.748988826334
1281,6.61915941376405,1.38168093721015,7.64342736522198,1.52442284366866,-107.225238964018
1291,6.61915941376405,1.22415823970891,7.64342736522198,1.52442284366866,-107.014358280059
1301,6.61915941376405,1.17638092039635,8.02699515685863,1.52442284366866,-107.360901862
1311,6.61915941376405,1.44382050232636,8.02699515685863,1.08397861187228,-108.369304124064
1321,6.61915941376405,1.18833956235669,8.02699515685863,1.68809245845726,-107.494094586102
1331,6.61915941376405,1.33443337814971,7.03252935214978,1.120066371228,-108.677891823968
1341,6.57552576977321,1.33443337814971,7.03252935214978,2.30666808954229,-109.136005915168
1351,6.41862806617777,1.18460400382017,7.03252935214978,2.05727737766182,-108.712358314129
1361,6.41862806617777,1.18460400382017,7.61404288476007,2.69675821170467,-109.95110578625
1371,6.41862806617777,1.30515662658932,8.91788656296066,2.69675821170467,-110.094045090073
1381,6.41862806617777,1.21137133649351,5.96988044539985,2.69675821170467,-111.743386542476
1391,6.41862806617777,1.30036816453744,10.0764972873743,3.87418935406136,-113.589030743591
1401,6.41862806617777,1.30036816453744,9.87677425842971,3.73455653048149,-113.144162300902
1411,6.41862806617777,1.34992010122796,9.87677425842971,4.08207814914745,-113.975608981531
1421,6.41862806617777,1.36493618534604,8.62683899913495,2.23487746793022,-108.984522178617
1431,6.41862806617777,1.12299758880978,8.62683899913495,1.78653300613915,-108.84805619004
1441,6.41862806617777,1.09056595278112,9.80353725434469,2.71668335842926,-112.6884563109
1451,6.46585005831956,1.09056595278112,6.61594367136884,2.06715054835477,-110.43654809598
1461,6.46585005831956,1.28416894300401,6.05622856215746,2.37167621949914,-110.829662787477
1471,6.56552580094643,1.11669317412028,6.01522338241926,3.04692543619271,-113.145403440486
1481,6.56552580094643,1.25980542466944,7.50732303991424,2.33128431670653,-108.675382346164
1491,6.56552580094643,1.17779962021552,7.50732303991424,1.5676840970144,-107.22887001342
1501,6.56552580094643,1.44390760612549,7.50732303991424,1.30686548857495,-107.547200000266
1511,6.56552580094643,1.50500383880642,7.50732303991424,1.30686548857495,-108.095935216108
1521,6.56552580094643,1.17364974294425,7.50732303991424,1.30686548857495,-107.145392635868
1531,6.56552580094643,1.51299538578257,7.50732303991424,1.46754547295152,-108.184682688037
1541,6.42425943311483,1.51299538578257,7.50732303991424,1.06856342222358,-108.862072233923
1551,6.23923177562349,1.53054806901181,7.50732303991424,1.06856342222358,-109.724563471694
1561,6.23923177562349,1.28809545668249,7.50732303991424,1.07559239066054,-108.369066217799
1571,6.23923177562349,1.28809545668249,7.50732303991424,2.11068416033816,-109.037153328258
1581,6.23923177562349,1.28809545668249,6.67673374627262,2.33587396390616,-110.530883554965
